TEAM NAMES,Series Number,Filename,Name,Description,Gender,Attributes,UUID,hash_value
"","320","amaka-the-tailor","amaka the tailor","She sews the most beautiful dress in the hood.","Female","hair: grey; eyes: covered eyes; teeth: none; clothing: black dress; accessories: yellow glasses; expression: happy; strength: none; weakness: none ","df0f57cd-1b63-4345-a5e3-1ee60d81d98c","a68690d15a1594ba1519dc022ff0aba7a0631b7df3c5a0c81012f813f297c4aa"
"TEAM SANDPAPER","321","omunyinyi-the-stoic","omunyinyi the stoic","Omunyinyi wears a Kitenge coat.","Male","hair: bald; eyes: teary; teeth: none; clothing: checked ankara; accessories: none; expression: teary; strength: powerful; weakness: self-loathing","c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab","394ef7006cb8c04016063a05ace102c8ec403b8b16e5e22545c7391fb8967559"
"","322","kamau-the-sleeper","kamau the sleeper","Kamau has his eyes closed as he meditates.","Male","hair: bald; eyes: closed; teeth:  none;  clothing: black ankara; accessories: none; expression: flat; strength: open to suggestion; weakness: always sleepy","20330f5c-40c2-4f6a-b9d8-d1d04fb97daf","fe69b1e676d9ca250e9b60f63b31d83393ef25b1f3ff352b0bd9039ecdb63493"
"","323","mutiso-the-lastborn","mutiso the lastborn","Mutiso is masked up but dozes off while waiting for food. ","Male","hair: bald; eyes: closed; teeth: none;  clothing: yellow ankara; accessories: none;  expression: tired; strength: consistency; weakness: pessismist","0706c338-42eb-4d26-84ea-c24b39628200","c773cce308724b56bfdbfcb42a454825b59ce1df886f76ae20eb55421cbfbe6c"
"","324","omondi-the-vegeterian","omondi the vegeterian","Omondi wears a green coat with lots of patterns. ","Male","hair: bald; eyes: sharp eyed; teeth: none;  clothing: green ankara; accessories: none; expression: alert; strength: leader; weakness: anxious","bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3","339dc01d297ea2d1905c2a4ab6a1156dd21bb83fb59b791c00976779ac51ce78"
"","325","barasa-the-optimist","barasa the optimist","Barasa looks up to the sky and makes a wish.","Male","hair: bald; eyes: blue; teeth: none; clothing: brown ankara; accessories:none; expression: awake; strength: strong willed; weakness: immoral","2da4bef4-38cc-4414-99ad-7361fac04b2b","105796dcea908c21841e134c423e2908230ce0e10cc9ff1a60788bbef562db3c"
"","326","mwembu-the-elder","mwembu the elder","Mwembu is old but not so old and yellow is his favorite color.","Male","hair: bald; eyes: black; teeth: none; clothing: dark ankara; accessories: none; expression: plain; strength: fulfilled; weakness: angry","36181230-6ac9-417f-af5c-23bdd2c25ecb","d4de78a0385279443d124d87e39b8ffaa440b9ac96aa1fecdd8b970552721d9b"
"","327","mbogi-the-fighter","mbogi the fighter","Mbogi is captured and forced to wear a mask. ","Male","hair: bald; eyes:  black; teeth: none; clothing: one side ankara; accessories: none; expression: willfull; strength: fighter; weakness: rebellious","3a7bc3c4-1463-42ce-84c9-07337da64435","3dfd3078d6c79581ef890a37065450af97ca89a1591c05f9a7526b74aaec3715"
"","328","mrosho-the-runner","mrosho the runner","Mrosho has his mask on and yet still runs his race. ","Male","hair: bald; eyes: sea blue; teeth: none; clothing: purple ankara; accessories: none; expression: alert; strength: visionary; weakness: destructive","b2ca2c76-3b6d-43f1-8cc9-089b6ab83876","08051744ef2aa5ab23745f657294032826f2a4817619cdbc3dd064be55c5ada1"
"","329","milele-the-african","milele the african","Milele wears a dress with a nice african print in orange.","Male","hair: bald; eyes: blue; teeth: none; clothing: orange ankara; accessories: none; expression: timid; strength: leader; weakness: failure","644b0259-d75c-456d-934c-ce7c052bad3a","536c317b9a02a0d295db4523a880af1f5f197fd03860a533fee9550908e0155b"
"","330","olebon-the-oloibon","olebon the oloibon","Olebon is in a customized buba sokoto.","Male","hair: bald; eyes: closed; teeth: none; clothing: animal print; accessories: none; expression: surprised; strength: empathy; weakness: easily bored","de261efe-731d-461e-b2e4-42edd2f48f72","c02c26bfd2f9efde377e2a803d24e0495133b3a7f842a920c255af07e45723e0"
"","331","chifu-the-maasai","chifu the maasai","Maasai shuka keeps bringing inspiration for new clothings. ","Male","hair: bald; eyes: closed; teeth: none; clothing: ankara shirt; accessories: none; expression: visionary; strength:  authentic; weakness: selfish","239933c4-7177-4b5b-86e8-e6f952301344","81198a030d4ea821062fc1084138d4258ff0d2ea759d41c6f5460a9eb628119f"
"","332","mwangaa-the-voice","mwangaa the voice","Mwangaa the chief is controlling but still loved as he has a calming voice.","Male","hair: bald; eyes: blue; teeth: none; clothing: white lined ankara; accessories: none; expression: kindness; strength: brave; weakness: impatient","49179b62-812d-4d0f-b518-4af7fa79f8bc","e7f6a59e01d49d3bef413b1fd5aad24827ccc82f682162cb485a13f3200409a1"
"","333","waforte-the-first","waforte the first","Waforte loves to sleep and does nothing else.","Male","hair: bald; eyes: closed; teeth:none; clothing: jean ankara; accessories: none; expression: shy; strength: none;  weakness: selfish","871912a8-d96e-4594-b7b3-450d94ee6924","2f3a47b736159234ff5f73fe7d719b83f3a02f823b58cc34cacdacebe17654c0"
"","334","kariuki-the-prayerful-one","kariuki the prayerful one","Kariuki closes his eyes as he watches the sunset.","Male","hair: bald; eyes: closed eyes; teeth:none; clothing: none; accessories: none; expression: bored; strength: intelligent; weakness: passive","6a5b6fa6-0f91-4b01-957f-c766945eb704","47d60dab335b1907a34b836ce72f5ca6405bd5c870a8843fe6ee905d113426c9"
"","335","kenyanese-the-priest","kenyanese the priest","Kenyaanese is a masked up man with a white cloth as his signature attire. ","Male","hair: bald; eyes: white; teeth: none; clothing: white jean shirt; accessories: none; expression: calculative; strength: kind; weakness: takes things personally","0706c338-42eb-4d26-84ea-c24b39628200","ccea65831367f9402071925e3bd6b730536b84b85e6399c83fd48865101cb269"
"","336","nyimbo-the-singer","nyimbo the singer","Nimbo has his glasses on and a pot with hot porridge for the night","Female","hair: dreadlocks; eyes: glassed up; teeth:none; clothing: off shoulder ankara; accessories: a pot; expression: free spirited; strength: fair; weakness: impatient","d05af807-b3e9-4ad3-8df1-b7864d2daa33","e643a1a59e592da64dd7d8b2e739e6aaad3e350eac613b025f444ee81d9146f0"
"","337","maathai-the-nobel-winner","maathai the nobel winner","Mathaai the warrior is revered all over the land. ","Female","hair: pink afro; eyes: glassed up; teeth: none; clothing: colored ankara; accessories: none; expression: strict; strength: leadership;  weakness: short sighted","0871cb8c-8d56-445d-92c7-01793f327707","be005fe870a988154afcc4fddcd67f338917b0250bd0b80d7f89937213381bf6"
"","338","tish-the-angry-one","tish the angry one","Tish is always angry and with specs on he looks really mean. ","Female","hair: black huge afro; eyes: none; teeth: broken teeth; clothing: off shoulder ankara; accessories: none; expression: disgusted; strength: blunt; weakness: greedy","750a89dc-44ff-43bf-8211-b7776f1b5e52","8d4dc90125b83604cc90a933b5c4611ce0684dabb19cedea883fd60839d579de"
"","339","wamenza-the-winner","wamenza the winner","Wamenza the leader has led his team to yet another thrillig victory. ","Female","hair: laid back; eyes: none; teeth: none; clothing: off shoulder ankara; accessories: none; expression: meditative; strength: strict; weakness: impulsive","7348c9ed-4ac9-4785-9434-0a1f0dcaf8d8","c9893135f867a7243ca52e39f26904089d6283d6c6427854faa6b4c844c70ee3"
"","340","isaya-the-track-king","isaya the track king","Isaya the traveller has done a lot of travelling round Africa. ","Male","hair: none; eyes: glassed up; teeth: none; clothing: bright ankara; accessories: none; expression: taken aback; strength: straight forward; weakness: selfish","41781a16-d2b8-4fc6-a1f4-b9fffc5c95ba","0cf1171ff0fa8f7a576ea8fcec4bc17d126d5a60a05d963324e4ebb021a82da7"
"TEAM RULER","341","mansur-the-partyrider","mansur the partyrider","Mansur is the life of a party and never caught dulling.","Male","hair: none; eyes: ash grey; teeth: none;  clothing: agbda; accessories: studs; expression:happy; strength: intelligent; weakness: red whine","78db0f29-3936-4d9c-bb90-3dbf20dba2dd","f1e8b85731714f4e4099e02c332d12ed815642990bffeff45e6b2421346e7bd9"
"","342","tola-the-businessman","tola the businessman","Tola loves business and owns several shops in Idumota.","Female","hair: none; eyes: midnightblack; teeth: none;  clothing: purple blowse; accessories: mask; expression:furious; strength: powerful; weakness: love","1c5d5a6b-cf04-4bf9-978e-22a7e9bc5819","56366f2e146bcb58ca7e555fa32795f436909d1224a20237aa5e377f5bddec3e"
"","343","abdullahi-the-honorable","abdullahi the honorable","Popularly called \"buje budanu\" a godfather who lavishes money on young gees.","Male","hair: none; eyes: blue-blackish; teeth: none;  clothing: yoruba attire; accessories: none; expression:anxious; strength: foreseer; weakness:indecision","dd708276-445f-4483-8357-fc08e999328f","259a8b82ddcffda4a2249fae7df2dddf8921dd263cae33c58573a63a9e4dc18e"
"","344","ojukwu-the-badguy","ojukwu the badguy","Ojukwu is a business minded guy but fun to be with.","Male","hair: bald; eyes: eagle eyeball; teeth: none;  clothing: yellow lining blowse; accessories: none; expression: none; strength: good eyes for fashion; weakness: lack will power","76c1eabf-15ea-446a-8426-472982c4d800","7a6188908b4e668108121c49958b4b136cb31c3f321b8aeeb8b7ac177ea398d5"
"","345","odunsi-the-egbonadugbo","odunsi the egbonadugbo","Odunsi loves to advise and people in the community rely on him.","Male","hair: none; eyes: dark brown; teeth: none; clothing: one shoulder gown; accessories: none; expression: none; strength: elegant; weakness: easily depressed","2912ab8b-5875-4277-a5c2-a0209aee90ae","ecf786c28c1471ce10ad2bead4a29c4ee118df7596b7cd30ff9f87b8d94969ab"
"","346","ogogo-the-sugardaddy","ogogo the sugardaddy","A rich oil magnate who loves to solve young women's problems with his millions.","Male","hair: none; eyes: cat eyes; teeth: none; clothing: purple danshiki; accessories:nose mask; expression: straight face; strength: brave ; weakness: too selfless","aa575f30-04ad-45f9-a798-199465117793","8fb30a342e01497228c5f0a2bd58570a2a6df6685ecbdfe9af313039fffec90e"
"","347","suli-the-amalaseller","suli the amalaseller","Suli sells amala with respect and people say that's the secret to her sweet food.","Female","hair: low punk; eyes: cat eyes; teeth: none; clothing:brown babarigai; accessories:none; expression: furious; strength: wealthy; weakness: too emotional","46fd4821-04dd-4f65-9290-c130a00c4c93","730eb76cf9e2e9874ea2e49bc625adce59158543d4fa2d78917633db238487d4"
"","348","dolapo-the-afrocentric","dolapo the afrocentric","Dolapo loves African prints and loves to showcase culture.","Female","hair:bald; eyes: brown; teeth: none; clothing: one sided blowse; accessories: nose mask; expression: none; strength: beautiful; weakness: forgetful","cbab232b-5c62-4df8-867b-018a2e496cd4","ad269951aec202a69d385d184b2b0a1dc91e9a24afd7de6d3570d4e7be570f94"
"","349","danjuma-the-saddist","danjuma-the-saddist","Danjuma is a grumpy man no one likes to associate with him.","Male","hair: none; eyes: sky blue; teeth: none; clothing:purple agbada; accessories: neck beads; expression: excited; strength: outspoken; weakness: boring","5a42af57-186e-425b-b6b1-f72bda4911ef","9f75fcd3279337e6ac9e054dde959f8b9dcafc61e4f9a4d6720b734a9f34b974"
"","350","chinedu-the-farmer","chinedu the farmer","A hardworking farmer who has 6 boys who help out on the farm.","Male","hair: none; eyes: black; teeth: brown; clothing: one sided gown; accessories: none; expression: blushy; strength: easily loved; weakness: get angry easily","9e8a55d7-0d8d-465d-a628-08ddd387a2c6","dcbed2fbacea25b8189aedb0d0d670ebd34a9348fdcb51d4679ea928767dcbc3"
"","351","kola-the-baldguy","kola the baldguy","Kola is every girls dream man because of his hair style.","Male","hair: low cut; eyes: mouse eyes; teeth: none; clothing: gbariye style; accessories: nose mask; expression: unhappy; strength: good eyes for details; weakness: sluggish","c32f1757-da9c-49e8-bd79-510a42b6971a","c434190e55f0f982b330067974ec66afb181eff1428e1e9d6418d58533d55663"
"","352","bola-the-bosslady","bola the bosslady","A lady who supports the boy child by providing scholarship to young talented males.","Female","hair: low cut; eyes: brown; teeth: none; clothing: short orange gown; accessories: nose mask; expression: none; strength: industrious; weaknes:spend lavishly","09ff910d-a2be-49d5-8b27-b9378458701c","fd3935d16670052dc3a38d368aff7d998c87204477363590bca70c8b82c101b1"
"","353","kunle-the-alienguy","kunle the alienguy","Kunle is special and easily get noticed even in the midst of crowd.","Male","hair: green punk; eyes: green; teeth: none; clothing: purple agbada; accessories: purple beads; expression: unbothered; strength: very energetic; weaknes:eaaily give in","dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100","207eba8201d63ca36c1806433bc31fb02228807f1d4d92bd2a42dffca9c3843b"
"","354","segun-the-sharp","segun the sharp","Segun drives with caution and people love him for that.","Male","hair: green punk; eyes: black ; teeth: none; clothing: orange buba; accessories: nose mask; expression: bitchy; strength: team player; weaknes: none","f9159a9c-f48d-4aee-bcc1-63c86209f806","24182a903a058c5f913b75c9dc770f7a3dbed6980ef75fcb36d1e6092e6f8149"
"","355","ola-the-hardguy","ola the hardguy","Ola may be feared but he is such a coolheaded champ.","Male","hair: none; eyes: closed eyes; teeth: none; clothing: purple buba; accessories: none; expression: sick; strength: quick recovery power; weaknes: get ill frequently","a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0","263b67bc9d586651f913483b7d59d3abae90186e626a2f28a49cb76dae9eec62"
"","356","emeka-the-chief","emeka the chief","Crowd are always at Emeka's house because of his selflessness.","Male","hair: none; eyes: closed eyes; teeth: none; clothing: pakaja attire; accessories: none; expression: bossing; strength: easily comman respect; weaknes: not a ladies man","195e89c8-0b6f-43ad-9a2c-d20f03439e96","a97c0782851d1609977e3df6eefa159eb2d802692ace9d093de4f6789a02d587"
"","357","ugochukwu-the-celeb","ugochukwu the celeb","Ugochukwu is an online celebrity with many followers on social media.","Male","hair: white blode; eyes: closed eyes; teeth: closed teeth; clothing: black gown; accessories: gold shades; expression: bitchy; strength: enterprising; weaknes: too emotional","74775cda-cff4-4d21-8819-693127598eca","65912d24848fea26cdcf814f6acae2228ef9b1dd82ee81c66a6716d7d5b7dde0"
"","358","adekunle-the-yorubademon","adekunle the yoruba demon","He might be every woman's man but faithful and loyal to one.","Male","hair: gobi cap; eyes: closed eyes; teeth: closed teeth; clothing: ghana dansiki; accessories: gold shades; expression: owanbe mood; strength: from a walthy home; weaknes: disrespectful","5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7","d437ace765f3bc09b206e75c042700552bcbaeb3b79e3d60dbbab34d9c78355f"
"","359","favour-the-fashionista","favour the fashionista","Combining dresses is not a problem for Favour.","Female","hair: black ghana weaving; eyes: cat eyes; teeth: none; clothing: senegalese blowse; accessories: gold shades; expression: party rider; strength: smart; weaknes: lazy","19fc15c3-80fe-4d45-a2fe-be8f087d57c4","116873f591913017e44d5cc4f52820d6f2d354701e8da19fc6cf6faef285eaeb"
"","360","jane-the-slayqueen","jane the slayqueen","Jane is always found in the midst of men and loves partying.","Female","hair: long grey braids; eyes: closed; teeth: black lips; clothing: black short gown; accessories: gold shades; expression: happy; strength:very intelligent; weaknes: have mood swings easily","74775cda-cff4-4d21-8819-693127598eca","51c18634f588f550accd49570e32d91be5a4e0c523447dae51b80d68f57358c3"
"TEAM VBELT","361","osas-the-ceo","osas the ceo","Meet Osas; a Gen-Z CEO with the British accent.","Female","hair: purple dreadlocks;  eyes: none; teeth: none; clothing: danshiki;  accessories: gold glasses; expression: none; strength: none; weakness: none","b10f7e42-4778-49db-820b-dabbad75504a","cc5e6d02ab488a60f3b35927ab186dd9bee35fefe761ad63f1622a8eb0ab25e8"
"","362","nneka-the-rainbow babe","nneka the rainbow babe","Nneka; the happy rainbow babe with the vibes.","Female","hair: pink;  eyes: none; teeth: none; clothing: blue and black bichrome; accessories: gold glasses; expression: none; strength: none; weakness: none","e7e20ab8-03e0-4e0a-80aa-6e193f84426e","2ddcb50ee138816a8c1f66bc95cb1c5097130ac4a681516951a3f875f46535a3"
"","363","temitope-the-spoilt girl","temitope the spoilt girl","Temitope; our favourite daddy's girl.","Female","hair: none; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: gold glasses; expression: none; strength: none; weakness: none","10cbcbcb-754e-4175-b85d-d0c7eafa16a2","f8fc871416cf8e0c0d793dbf522f4204b6c4dd13d878e83f73e9aa1fae6b58ea"
"","364","bekeh-the-party animal","bekeh the party animal","Baby Bekeh is life of the party that goes home with your charger.","Female","hair: dark brown;  eyes: none; teeth: none; clothing: left one-shoulder wax print; accessories: gold glasses; expression: none; strength: none; weakness: none","f0558235-3043-46e5-b26c-5bde83cc67fb","c94695b4a68c742b8929ccf192e47b8114a55be3c5dacc9d6e1ff681fec21b80"
"","365","nana-the-tech lady","nana the tech lady","Nana; the tech madam that doubles as Kumasi Adele in her bathroom every morning.","Female","hair: black; eyes: none; teeth: none; clothing: print kente;  accessories: gold glasses; expression: none; strength: none; weakness: none","e0858913-7050-4c4a-a2a0-442a88463334","dd32530550e1e90dae60fa4867305805d50bb8ba560b7d2ca145a23772da9423"
"","366","rofiat-the-marketer","rofiat the marketer","Rofiat; the distressed marketing intern.","Female","hair: purple dreadlocks; eyes: brown; teeth: none; clothing: danshiki; accessories: none; expression: none; strength: none; weakness: none","1e4d9bda-f6f9-4e7a-9381-bee4b074b56d","c3098b13095bebfe3b71b9ef737fdecfc97bbf177e4e0d4f9dedc98e9b0fe935"
"","367","zarifa-the-righteous","zarifa the righteous","Meet Zarifa; a proper baddie for Christ.","Female","hair: pink; eyes: blue; teeth: none; clothing: v-neck original kente; accessories: none;  expression: none; strength: none; weakness: none","c6955d16-c343-46bc-9bed-c069ea8cc65a","966de6c9c8cffd4bbd658dfafc6d162b390520e9aec95447e84644d217cf4117"
"","368","modinat-the-troublesome","modinat the troublesome","Modinat; The queen of gbas gbos.","Female","hair: long maroon hair; eye: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: brown glasses; expression: none; strength: none; weakness: none","49eb44e8-1117-463b-b7b3-1bcea4258362","54b21d291d4ec783b1c5f3d6adf38b2ff322cdcbfb725a9a8f3697f95567f471"
"","369","amaka-our-mummy-g.o","amaka our mummy g.o","Here's Amaka; our one and only mummy G.O who's been to hell and back.","Female","hair: dark brown; eyes: blue; teeth: none; clothing: blue v-neck wax print; accessories: none; expression: none; strength: none; weakness: none","853edc40-0f9d-40c5-ba78-46067dfd7f68","26e862c7196c86a24d2d8a7fc423d3961d8ccb56e67782e626d5e9aca07264ff"
"","370","mawusi-the-patient","mawusi the patient","Meet Mawusi; the sweet sister waiting for her Canadian bobo.","Female","hair: black; eyes: blue; teeth: none; clothing: print kente; accessories: beret; expression: none; strength: none; weakness: none","ca9ddc30-141a-493d-851b-71d34f599641","137e21b5ffa666060914e7c8dc22d49f94b8acda3202b93db886d652faf4d390"
"","371","nesta-the-difficult","nesta the difficult","Meet Nesta;the National Chairlady; (SAN)Shege Administrators of Nigeria.","Female","hair: double puffy hair; eyes: brown; teeth: none; clothing: bow neck wax print; accessories: hair bands; expression: none; strength: none; weakness: none","fc3b7ca7-efdb-45b2-b7c9-e69107484a43","de5eca6306418c73f59b047ce1fbdbe690b478374c60e9877ff8a831d02d3a2c"
"","372","adaora-the-choir mistress","adaora the choir mistress","Adaora; a lovely choir mistress who loves her boyfriend.","Female","hair: black; eyes: brown; teeth: none; clothing: none; accessories: choker necklace; expression: none; strength: none; weakness: none","df944505-da1a-424e-88aa-b9d365bd2775","99feb4f7237b52734d799044241a64ac3774e2a8b9579227ca7a55800a2fa104"
"","373","busayo-the-husband snatcher","busayo the husband snatcher","Miss Busayo; loves being around her husband.","Female","hair: brown; eyes: brown; teeth: none; clothing: none; accessories: none; expression: none; strength: none; weakness: none","73c8d935-4a71-41d2-a1de-066ae8d548e6","24e33a12134363f3964a7fdc8082b270ca57dff577ecf79400e9506c684b20e2"
"","374","wangari-the-waitress","wangari the waitress","Wangari; the aspiring musician that doubles as a waitress.","Female","hair: purple dreadlocks; eyes: brown eyes; teeth: none; clothing: none; accessories: purple earrings; expression: none; strength: none; weakness: none","4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c","c16dd81be6eec633492b056e05fdbbf8348f77f218fcab59cac71440a142d7a8"
"","375","charlene-the-shy lady","charlene the shy lady","Meet Charlene; the shy sweetheart next door.","Female","hair: brown afro; eyes: brown; teeth: none; clothing: black dress; accessories: none; expression: none; strength: none; weakness: none","36539b84-ada0-43cb-92d4-30596e07a39a","feb30e8ba5fa791d8b9e1dc050bbfae99606f4c574a8bed84095b97e99db015f"
"","376","addae-the-unretired","addae the unretired","Mummy Addae; the hot grandma that has refused to retire.","Female","hair: brown; eyes: brown; teeth: none; clothing: danshiki; accessories: choker necklace; expression: none; strength: none; weakness: none","ced7b53c-73de-4fc7-a652-2b17ebfe68c9","6584f1904a9108c17947ba7d41619cd4920d3de31376d4cbae0057d093e996bd"
"","377","abena-the-slay queen","abena the slay queen","Abena; the gang's slay queen.","Female","hair: long brown braids; eyes: squinting; teeth: none; clothing: v-neck original kente; accessories: none; expression: none; strength: none; weakness: none","1e4728e1-3e45-4972-9755-4a38e784ff91","d78fda09440aac0c21ca65088c85fb48760eaf29264d7ef7e2bc2b8762135d65"
"","378","gasira-the-violence mama","gasira the violence mama","Sister Gasira; wipes people Oraimo cord for a living.","Female","hair: brown bun; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: none; expression: none; strength: none; weakness: none","ea72337f-658f-4198-9ad6-39bc6212c20d","7e4bd7840895a5ee384c7d48b489d5d52b2be7754129f4a20ebac776e03314ee"
"","379","salamatou-the-exchange student","salamatou the exchange student","Salamatou; an Ivorian exchange student who's in love with amala.","Female","hair: black; eyes: squinted; teeth: none; cothing: none;  accessories: beret; expression: none; strength: none; weakness: none","0e216fd1-d96a-4e3c-a59b-c807f772c5b3","d28112a09ee752404807a5cd74423128c6400d0c5a97010146dc411eece3e126"
"","380","nguyen-the-foreigner","nguyen the foreigner","Meet Nguyen; the Asian aunt that's addicted to waakaye.","Female","hair: dark brown; eyes: squinted; teeth: none; clothing: print kente; accessories: none; expression: none; strength: none; weakness: none","0381301b-b5a3-42c1-9f73-2c43c0b8493f","45d0ee955b1322ac14291b8999ffe92852be9f7ea3432bc8a889309b4027ec4c"
"TEAM AXE","381","baba-ijebu-the-gambler","baba ijebu the gambler","Baba Ijebu likes to spend all his money playing ayo; he plays till the moon is high.","Male","hair:none; eyes: sky blue; teeth: none; clothing: none; accessories: facemask; expression: none; strength: creation god; weakness: love","26340cc4-e334-494e-a737-f2b4bb9bb22e","1842586c81a92bfb03a0c6e62b22b3e4409053765ab3f3be4b5030fb0f1e882b"
"","382","amadi-the-palmwine-tapper","amadi the palmwine tapper","Amadi sells his palmwine at the village square.","Male","hair: bald; eyes:shut; teeth: none; clothing: none; accessories: facemask; expression: none;strength: thunder bolt; weakness: palmoil","a0586a93-7aff-43cc-8282-d081b8d6fe90","f1045ff09c1a9efadfd1e868e0eeaf909191fd0060a595a7bf63e11f80e1fce0"
"","383","saro-the-betrayer","saro the betrayer","Saro is mean; wicked and serves breakfast on a weekly basis.","Male","hair:shiny bald; eyes:none; teeth: none; clothing: asooke; accessories: none; expression: cunning; strength: thunder clap; weakness: mice","15e1775c-74fe-4a0b-b79c-49f6b730fa89","d600416ef401b5c13c82b4ccbdeca0c0030f0be2fd0592459c22941896869ef8"
"","384","tope-the-baller","tope the baller","Tope is an alte fashion king in Lagos who spends most of his nights at the club.","Male","hair: shiny bald; eyes: aquamarine; teeth: none; clothing: none; accessories: none; expression: childlike; strength: healing; weakness: fire","311a6713-66c9-43ce-82d8-e3ce03a87a81","243a8041672a2e136d7dee6acb6836ee6ba59bc6cd4324bfab7a11016ef342af"
"","385","kwame-the-maths-teacher","kwame the maths teacher","Kwame teaches maths and is well known for punishing students.","Male","hair: none; eyes: squinted; teeth: none; clothing: yellow danshiki with patterns; accessories: none; expression: none; strength: none; weakness: none","9c34a73f-33ee-4577-aba8-0982c1656ba7","eb0149759a47d3e92de433ae93161205bd668abe54c40cb3f64c52f9054bc29a"
"","386","jagaban-of-afrobeats","jagaban of afrobeats","Jagaban is a party mover who wows the crowd with his theatrics.","Male","hair: none; eyes: sleepy; teeth: none; clothing: black danshiki with patterns; accessories: facemask; expression: none; strength: illusions; weakness: mirrors","784f0f6b-4273-4a31-88d7-2455b96c9011","42d12c4e16fd1b4ca5b3428335385ccf0ce2986eaf0339038845ff5d22080174"
"","387","nyame-the-traveller","nyame the traveller","Nyame and adventure loving traveller who loves to explore the African continent.","Male","hair:bald; eyes:black; teeth: none; expression: serious; clothing: yellow patterned danshiki with black lining; accessories: facemask; expression: none; strength: heatblast; weakness: cattles","f3af0bbd-0724-4696-89ff-ed67f63e6b4f","7acc8ade502b2e67138ccc5aae78e7dae632bb5344f8d1dbf0a26fa95893bba7"
"","388","adewale-the-gardner","adewale the gardner","Adewale is a hardworking and resourceful lover of plants.","Male","hair: none; eyes: pitch black; teeth: none; clothing: yellowish blue native; accessories: none; expression: mysterious; strength: oro ase; weakness: none","c447c120-830e-4543-9cb3-5917ba36bce8","d335bddf423165facd9cf2a099cfb78203e8b972a48f13c03d1a76084d3e43dc"
"","389","emeka-the-driver","emeka the driver","Emeka is a fixture on the bustling streets of Lagos.","Male","hair: black; eyes: none; teeth: none; clothing: print kente; accessory: gold glasses and beret; expression: none; strength: none; weakness: none","dacbbb38-087d-4248-8085-13b619da0ef9","a350e4d898a4c82ccc4b9ea03a3f706ecc226ec8550daf213dea4fb735881e75"
"","390","abang-the-wordsmith","abang the wordsmith","Abang is a storyteller and connoisseur of words.","Male","hair: shiny bald; eyes: none; teeth: none; clothing: whitish blue ankara; accessories: none; expression: amused; strength: ironclaw; weakness: wood","94c607b3-791e-40df-bd93-50926f094143","9ba14ba038e4513a0a0b4fb28df48b47c69d504bd87422bb5d90bcc6ee5bec89"
"","391","onome-the-stylist","onome the stylist","Onome is a fashionista with a pereferece for pipes over cigars.","Female","hair: fuzzy brown; eyes: none; teeth: none; clothing: patterned danshiki;  accessories: glasses and pipe; expression: baddie; strength: all knowing; weakness: ignorance","b3427836-627b-41e4-a2d0-c29473448343","354f03791f4c71f98fb182145dc361c0b75938de5838d7d84f16f90939d69134"
"","392","adaeze-the-developer","adaeze the developer","Adaeze is a gen-z software engineer whose favourite colour is purple.","Female","hair: purple braids; eyes: none; teeth: none; clothing: darkish blue buba; accessories: glasses; expression: bitchy; strength: seduction; weakness: dirt","22aaebe4-4659-44de-ab3d-c4dae11fe9f5","7a04a2792dbed93a1478739ea9afc9e169fb0d4a68a901972702ab22c58e1005"
"","393","precious-the-sidechick","precious the sidechick","Precious can be found in every happening party in the cities of Lagos & Abuja. A Small girl with a big God.","Female","hair: black knob; eyes: none; teeth: none; clothing: patterned kente; accessories: berret and glasses and gum; expression: unbothered; stength: foresight; weakness: wine","ca720bf9-5e47-4421-b38f-bc62162ae99e","d359c41eba1727cb705d819d5b231247b35f2344d4a439fe60364e46b31574ab"
"","394","ella-the-creative","elle the creative","Ella is a smart, resourceful and an intellligent copywriter in a marketing firm.","Female","hair: light brown cornrows; eyes: none; teeth: none; clothing: patterned isiagu;  accessories: glasses; expression: blank; strength: none; weakness: none","3b795bad-91b4-4d0e-8ed8-bccbb226fc55","b3b873f465116187c63d593db4485451fbf28841d546f5a639732728f7877a9d"
"","395","maame-the-starter","maame the starter","Maame is a no nonsense tough cookie who is never afraid to start something.","Female","hair: brown wavy; eyes: none; teeth: vampiric; clothing: yellow patterned kento; accessories: glasses; strength: scale of justice; weakness: anansi","2aebd094-3be5-4773-a7a0-361f6332a7d4","cf769cbbdb10a001f10ef64c82c2c7c808a11bd5288e93baccdfc29234e648a3"
"","396","abigail-the-beautiful","abigail the beautiful","Abigail is the k-pop stan who loves comic books.","Female","hair: wavy brown curls; eyes: aquamarine; teeth: none; clothing: drum patterned danshiki; accessories: earrings; expression: none; strength: moonbeam; weakness: erinle","fb148f97-d309-45a4-b902-4e066ca13f96","4e2cf89eb974c36ac1440e4b71baf8a9cbb232f626fbaa351f51f7ef56c2ea08"
